rank,variantIndex,recommendation,persona,context,metric
42,2,"Unify rate confirmations, BOL, POD, and invoices in a shipment-centric document workspace. for Medium (20-100) Air Freight operations",Fleet Manager,"Holiday Peak Season in EMEA",Empty Miles
42,3,"Unify rate confirmations, BOL, POD, and invoices in a shipment-centric document workspace. for Enterprise (> 100) Ocean operations",Broker Agent,"Last-mile Delivery Surge in APAC",Carbon Footprint
42,4,"Unify rate confirmations, BOL, POD, and invoices in a shipment-centric document workspace. for Micro (< 5) FTL operations",Compliance Officer,"Extreme Weather Event in LATAM",On-time Delivery Rate
42,5,"Unify rate confirmations, BOL, POD, and invoices in a shipment-centric document workspace. for Small (5-20) LTL operations",Warehouse Supervisor,"Port Congestion in North America",Empty Miles
42,6,"Unify rate confirmations, BOL, POD, and invoices in a shipment-centric document workspace. for Medium (20-100) Intermodal operations",Carrier Owner,"Carrier Shortage in EMEA",Carbon Footprint
42,7,"Unify rate confirmations, BOL, POD, and invoices in a shipment-centric document workspace. for Enterprise (> 100) Air Freight operations",Driver,"Global Supply Chain Crisis in APAC",On-time Delivery Rate
42,8,"Unify rate confirmations, BOL, POD, and invoices in a shipment-centric document workspace. for Micro (< 5) Ocean operations",Audit Specialist,"Holiday Peak Season in LATAM",Empty Miles
42,9,"Unify rate confirmations, BOL, POD, and invoices in a shipment-centric document workspace. for Small (5-20) FTL operations",Dispatcher,"Last-mile Delivery Surge in North America",Carbon Footprint
42,10,"Unify rate confirmations, BOL, POD, and invoices in a shipment-centric document workspace. for Medium (20-100) LTL operations",Fleet Manager,"Extreme Weather Event in EMEA",On-time Delivery Rate
43,1,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Small (5-20) Intermodal operations",Dispatcher,"Holiday Peak Season in North America",On-time Delivery Rate
43,2,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Medium (20-100) Air Freight operations",Fleet Manager,"Last-mile Delivery Surge in EMEA",Empty Miles
43,3,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Enterprise (> 100) Ocean operations",Broker Agent,"Extreme Weather Event in APAC",Carbon Footprint
43,4,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Micro (< 5) FTL operations",Compliance Officer,"Port Congestion in LATAM",On-time Delivery Rate
43,5,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Small (5-20) LTL operations",Warehouse Supervisor,"Carrier Shortage in North America",Empty Miles
43,6,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Medium (20-100) Intermodal operations",Carrier Owner,"Global Supply Chain Crisis in EMEA",Carbon Footprint
43,7,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Enterprise (> 100) Air Freight operations",Driver,"Holiday Peak Season in APAC",On-time Delivery Rate
43,8,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Micro (< 5) Ocean operations",Audit Specialist,"Last-mile Delivery Surge in LATAM",Empty Miles
43,9,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Small (5-20) FTL operations",Dispatcher,"Extreme Weather Event in North America",Carbon Footprint
43,10,"Offer guided AI actions for dispatch updates, check calls, and exception summaries. for Medium (20-100) LTL operations",Fleet Manager,"Port Congestion in EMEA",On-time Delivery Rate
44,1,"Add approval flows when quoted rates fall below configured margin thresholds. for Small (5-20) Intermodal operations",Dispatcher,"Last-mile Delivery Surge in North America",On-time Delivery Rate
44,2,"Add approval flows when quoted rates fall below configured margin thresholds. for Medium (20-100) Air Freight operations",Fleet Manager,"Extreme Weather Event in EMEA",Empty Miles
44,3,"Add approval flows when quoted rates fall below configured margin thresholds. for Enterprise (> 100) Ocean operations",Broker Agent,"Port Congestion in APAC",Carbon Footprint
44,4,"Add approval flows when quoted rates fall below configured margin thresholds. for Micro (< 5) FTL operations",Compliance Officer,"Carrier Shortage in LATAM",On-time Delivery Rate
44,5,"Add approval flows when quoted rates fall below configured margin thresholds. for Small (5-20) LTL operations",Warehouse Supervisor,"Global Supply Chain Crisis in North America",Empty Miles
44,6,"Add approval flows when quoted rates fall below configured margin thresholds. for Medium (20-100) Intermodal operations",Carrier Owner,"Holiday Peak Season in EMEA",Carbon Footprint
44,7,"Add approval flows when quoted rates fall below configured margin thresholds. for Enterprise (> 100) Air Freight operations",Driver,"Last-mile Delivery Surge in APAC",On-time Delivery Rate
44,8,"Add approval flows when quoted rates fall below configured margin thresholds. for Micro (< 5) Ocean operations",Audit Specialist,"Extreme Weather Event in LATAM",Empty Miles
44,9,"Add approval flows when quoted rates fall below configured margin thresholds. for Small (5-20) FTL operations",Dispatcher,"Port Congestion in North America",Carbon Footprint
44,10,"Add approval flows when quoted rates fall below configured margin thresholds. for Medium (20-100) LTL operations",Fleet Manager,"Carrier Shortage in EMEA",On-time Delivery Rate
45,1,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Small (5-20) Intermodal operations",Dispatcher,"Extreme Weather Event in North America",On-time Delivery Rate
45,2,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Medium (20-100) Air Freight operations",Fleet Manager,"Port Congestion in EMEA",Empty Miles
45,3,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Enterprise (> 100) Ocean operations",Broker Agent,"Carrier Shortage in APAC",Carbon Footprint
45,4,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Micro (< 5) FTL operations",Compliance Officer,"Global Supply Chain Crisis in LATAM",On-time Delivery Rate
45,5,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Small (5-20) LTL operations",Warehouse Supervisor,"Holiday Peak Season in North America",Empty Miles
45,6,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Medium (20-100) Intermodal operations",Carrier Owner,"Last-mile Delivery Surge in EMEA",Carbon Footprint
45,7,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Enterprise (> 100) Air Freight operations",Driver,"Extreme Weather Event in APAC",On-time Delivery Rate
45,8,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Micro (< 5) Ocean operations",Audit Specialist,"Port Congestion in LATAM",Empty Miles
45,9,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Small (5-20) FTL operations",Dispatcher,"Carrier Shortage in North America",Carbon Footprint
45,10,"Detect missing charges, missed accessorials, and incomplete paperwork before invoicing. for Medium (20-100) LTL operations",Fleet Manager,"Global Supply Chain Crisis in EMEA",On-time Delivery Rate
46,1,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Small (5-20) Intermodal operations",Dispatcher,"Port Congestion in North America",On-time Delivery Rate
46,2,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Medium (20-100) Air Freight operations",Fleet Manager,"Carrier Shortage in EMEA",Empty Miles
46,3,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Enterprise (> 100) Ocean operations",Broker Agent,"Global Supply Chain Crisis in APAC",Carbon Footprint
46,4,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Micro (< 5) FTL operations",Compliance Officer,"Holiday Peak Season in LATAM",On-time Delivery Rate
46,5,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Small (5-20) LTL operations",Warehouse Supervisor,"Last-mile Delivery Surge in North America",Empty Miles
46,6,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Medium (20-100) Intermodal operations",Carrier Owner,"Extreme Weather Event in EMEA",Carbon Footprint
46,7,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Enterprise (> 100) Air Freight operations",Driver,"Port Congestion in APAC",On-time Delivery Rate
46,8,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Micro (< 5) Ocean operations",Audit Specialist,"Carrier Shortage in LATAM",Empty Miles
46,9,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Small (5-20) FTL operations",Dispatcher,"Global Supply Chain Crisis in North America",Carbon Footprint
46,10,"Publish proof-based case studies showing margin improvement and dispatch efficiency gains. for Medium (20-100) LTL operations",Fleet Manager,"Holiday Peak Season in EMEA",On-time Delivery Rate
47,1,"Trigger upsell motions based on workflow adoption, load volume, and team growth. for Small (5-20) Intermodal operations",Dispatcher,"Carrier Shortage in North America",On-time Delivery Rate
47,2,"Trigger upsell motions based on workflow adoption, load volume, and team growth. for Medium (20-100) Air Freight operations",Fleet Manager,"Global Supply Chain Crisis in EMEA",Empty Miles
47,3,"Trigger upsell motions based on workflow adoption, load volume, and team growth. for Enterprise (> 100) Ocean operations",Broker Agent,"Holiday Peak Season in APAC",Carbon Footprint
47,4,"Trigger upsell motions based on workflow adoption, load volume, and team growth. for Micro (< 5) FTL operations",Compliance Officer,"Last-mile Delivery Surge in LATAM",On-time Delivery Rate
47,5,"Trigger upsell motions based on workflow adoption, load volume, and team growth. for Small (5-20) LTL operations",Warehouse Supervisor,"Extreme Weather Event in North America",Empty Miles
47,6,"Trigger upsell motions based on workflow adoption, load volume, and team growth. for Medium (20-100) Intermodal operations",Carrier Owner,"Port Congestion in EMEA",Carbon Footprint
47,7,"Trigger upsell motions based on workflow adoption, load volume, and team growth. for Enterprise (> 100) Air Freight operations",Driver,"Carrier Shortage in APAC",On-time Delivery Rate
47,8,"Trigger upsell motions based on workflow adoption, load volume, and team growth. for Micro (< 5) Ocean operations",Audit Specialist,"Global Supply Chain Crisis in LATAM",Empty Miles
47,9,"Trigger upsell motions based on workflow adoption, load volume, and team growth. for Small (5-20) FTL operations",Dispatcher,"Holiday Peak Season in North America",Carbon Footprint
